"","Handle","LevDistance","LevMatchCount","IntersectionalityScore","DDNADistance","APUScore","SADScore","GrantOwner","IPsSharedRatio","IPsUsedCount","IPsSharedCount","MetaRank_Loki","MetaRank_Thor"
"1996","dao-art-eth",4,0,4,0.17,0.21,1,0,0,1,0,0.699538841496893,0.841245372017339
"1997","bkumar22",3,0,3,0.36,0.13,0,0,0,22,0,0.626772026284289,0.770647814048739
"1998","dmitriievseev",4,0,3,0.12,0.16,0,0,0,1,0,0.732749238031123,0.873465730811871
"1999","anoopsingh7",4,0,3,0.33,0.08,0,0,0,14,0,0.635275424345366,0.778897716642292
"2000","fidantr16",4,0,4,0.14,0.23,0,0,0,24,0,0.672420315807241,0.814935278827132
"2001","hoanghoatvbhp",5,0,3,0.25,0.08,0,0,0,3,0,0.685502317433033,0.827627291874891
"2002","mysticryuujin",4,0,2,0.39,0.36,0,0,0,71,0,0.652600394613544,0.79570621086096
"2003","volkyeth",3,0,4,0.22,0.21,0,0,0,11,0,0.663466817734716,0.806248694188929
"2004","dutturu",2,0,4,0.51,0.23,0,0,0,6,0,0.664114806544299,0.806877365753211
"2005","lazylionguru",5,0,1,0.33,0.13,0,0,0,3,0,0.669915664450441,0.812505293828666
"2006","birkankucuk",4,0,4,0.18,0.03,0,0,0,13,0,0.620571510609362,0.764632142433637
"2007","katebhazare",4,0,3,0.42,0.03,0,0,0,11,0,0.630062412574863,0.773840110375151
"2008","ozkanklc82",4,0,1,0.29,0.1,0,0,0,1,0,0.676471215910259,0.818865417228989
"2009","vaybabayin",4,0,3,0.38,0.34,0,0,0,31,0,0.686722631688205,0.828811227245948
"2010","kubedo8",2,0,4,0.29,0.26,0,0,0,5,0,0.654728669236634,0.797771039322089
"2011","mithatcanakgun",5,0,4,0.18,0.1,0,0,0,3,0,0.710550771087283,0.851929024109743
"2012","kemal42",2,0,3,0.15,0.23,0,0,0,1,0,0.668889358820893,0.811509583476855
"2013","stack85",2,0,4,0.56,0.38,0,0,0,8,0,0.664299114738641,0.807056179521494
"2014","gaurav-chopra",5,0,2,0.07,0.13,0,0,0,1,0,0.700894961790001,0.842561064901869
"2015","elbinbit",2,0,3,0.36,0.28,0,0,0,12,0,0.615577728585813,0.759787230438244
"2016","kalkis80",3,0,2,0.17,0.38,0,0,0,8,0,0.61061692802862,0.754974316696124
"2017","kryptogunner",4,0,1,0.28,NA,0,0,0,1,0,0.779769168537233,0.768635688592999
"2018","crptnwb",3,0,2,0.32,0.11,0,0,0,4,0,0.622682324456145,0.766680030643033
"2019","kriptogelisim-alper",6,0,4,0.14,0.2,1,0,0,2,0,0.685440234672834,0.827567059868732
"2020","bilinkis",3,0,5,0.2,0.13,0,1,0,15,0,0.724783243863022,0.86573721152163
"2021","omaerxsupreme",5,0,3,0,0.1,0,0,0,3,0,0.611103889678935,0.755446761494431
"2022","smallpotatodim",6,0,2,0.04,0.13,1,0,0,1,0,0.62805442329966,0.771891981425955
"2023","pablocastellano",5,0,3,0.55,0.21,0,0,0.05,22,1,0.626847689648282,0.770721221806245
"2024","brkcn09",3,0,3,0.09,0.16,1,0,0,1,0,0.608389709006462,0.75281349347518
"2025","htmobbo",3,0,4,0.38,0.1,0,0,0,14,0,0.641396396483788,0.784836215999503
"2026","seregal2009",4,0,2,0.1,0.16,0,0,0,3,0,0.64285340126222,0.786249785894041
"2027","harsifat",2,0,3,0.67,0.11,0,0,0,3,0,0.634619675190759,0.77826151607724
"2028","wadayasu",3,0,4,0.17,NA,0,0,0,2,0,0.769746682937523,0.75891198409875
"2029","schlomimahomi",4,0,4,0.09,0.15,0,0,0,13,0,0.654257228276369,0.797313652525321
"2030","oriordand",2,0,4,0.52,0.36,0,0,0,6,0,0.670437547653369,0.813011619130438
"2031","sunsick",2,0,2,0.35,0.11,0,0,0,2,0,0.606389480076284,0.750872893526753
"2032","mydearcode",3,0,3,0.36,0.49,0,1,0.01,93,1,0.635477193316015,0.779093470662307
"2033","tweetious",3,0,4,0.77,0.13,0,0,0,31,0,0.66225426382457,0.805072287818641
"2034","melihgoner",3,0,4,0,0.2,0,0,0,3,0,0.614984062191405,0.759211261879352
"2035","jasonchewyl",4,0,4,0.14,0.13,0,1,0,59,0,0.722798535622894,0.863811669574743
"2036","joramblings",4,0,3,0.5,0.15,0,0,0,12,0,0.68777609852534,0.829833289100454
"2037","oreo1985",3,0,3,0.22,0.21,1,0,0,2,0,0.609429595239804,0.753822379578338
"2038","rob9382",2,0,2,0.5,0.2,0,0,0,5,0,0.608118096930589,0.752549978448235
"2039","afsinkoroglu",5,0,3,0.26,0.18,1,0,0,4,0,0.646209750485507,0.789506078726997
"2040","serdarsahbudak",6,0,1,0.17,0.03,0,0,0,2,0,0.617667201483778,0.761814413895524
"2041","barabazs",2,0,3,0.33,0.1,0,1,0,10,0,0.650691349737409,0.793854076671579
"2042","lotto089",3,0,2,0.08,0.23,0,0,0,1,0,0.664848159149156,0.807588856325961
"2043","mesahin001",3,0,2,0.25,0.23,0,0,0,3,0,0.649707726005498,0.792899775824002
"2044","john-bob321",4,0,3,0.22,NA,0,0,0,4,0,0.769003629901385,0.758191082275038
"2045","atiselsts",4,0,3,0.29,0.05,0,0,0,5,0,0.641893058565384,0.785318072048773
"2046","obiobi123",3,0,1,0.31,0.13,0,0,0,3,0,0.608899951691852,0.753308525275797
"2047","sanvrb",2,0,3,0.29,NA,0,0,0,1,0,0.760851387452686,0.750281866966321
"2048","suinode111",3,0,3,0.47,0.23,1,0,0,1,0,0.675549674938548,0.81797134838757
"2049","yash-gadhade",4,0,2,0.67,0,0,0,0,1,0,0.693615758156608,0.835498862179759
"2050","themoonether",4,0,4,0.17,0.36,1,0,0,5,0,0.638693856328852,0.782214241481406
"2051","alexisleger-42",6,0,4,0.08,0.34,1,0,0,2,0,0.67961415564536,0.821914662540774
"2052","ivanhan",2,0,4,0.33,0.21,0,0,0,5,0,0.655753034779926,0.798764867423708
"2053","aslantekin",2,0,4,0.23,0.18,1,0,0,1,0,0.626133737905987,0.77002855373542
"2054","wojsza1990",4,0,3,0.2,0.13,1,0,0,3,0,0.609012476694714,0.753417695786959
"2055","denisgribanov",4,0,4,0.05,NA,0,0,0,3,0,0.765763685853473,0.75504772445363
"2056","zinger85323",4,0,2,0.12,NA,0,0,0,1,0,0.779615901722991,0.768486990827795
"2057","junl2004",3,0,2,0.18,0.1,0,0,0,2,0,0.610950622864693,0.755298063729227
"2058","wahyudisuhendri",6,0,3,0.17,NA,0,0,0,6,0,0.777844602971048,0.766768496402079
"2059","erkanborsa70",5,0,3,0.36,0.11,1,0,0,9,0,0.61466200787287,0.758898808347403
"2060","whitesocks256",5,0,4,0.14,0.16,0,0,0,2,0,0.747363907799341,0.887644721511673
"2061","lucas5790813",4,0,3,0.08,0.13,1,0,0,1,0,0.633909603620977,0.7775726125068
"2062","bumbacloddhariot",8,0,4,0.33,0.2,0,1,0.08,26,2,0.707964636107721,0.849419984603193
"2063","azurebluezp",5,0,4,0.15,0.11,1,0,0,4,0,0.629637533684748,0.773427897583003
"2064","samcampbe11",5,0,4,0,0.11,0,0,0,3,0,0.649901734631122,0.793088000843248
"2065","nhy8823",2,0,2,0.45,0.25,0,0,0,5,0,0.611505487533976,0.755836387284271
"2066","trantrongtank57",4,0,4,0.4,0.21,0,0,0,2,0,0.774086655892721,0.913570835662618
"2067","hayatonamiki",4,0,3,0.13,0.11,0,0,0,1,0,0.718043384208862,0.859198274353024
"2068","flamekaisar",4,0,4,0.12,0.11,0,0,0,15,0,0.646807297052427,0.790085811786274
"2069","rkpythontradingalgo",8,0,2,0.04,NA,0,0,0,1,0,0.801339047534053,0.78956254623277
"2070","sohvon",2,0,4,0.2,0.13,0,1,0,22,0,0.662609299609461,0.805416739603862
"2071","riotallo300697",7,0,4,0.25,0.15,0,0,0,2,0,0.781375559957396,0.92064244963569
"2072","cryptikal514",4,0,4,0,0.2,0,0,0,1,0,0.705518187338609,0.847046467110501
"2073","leeza-gavronsky",7,0,0,0.33,0,0,0,0,1,0,0.651201592422799,0.794349108472196
"2074","sleepesnorlax",5,0,1,0.18,0.11,1,0,0,1,0,0.611363861237271,0.755698983020221
"2075","srimadhavsats",6,0,2,0.22,0.16,0,0,0,3,0,0.703329770041576,0.844923288893406
"2076","musthafa12393",4,0,4,0,0.18,0,0,0,6,0,0.628442440550907,0.772268431464447
"2077","norinthebold",5,0,3,0.4,0.15,0,0,0,2,0,0.756373668373296,0.896385891405457
"2078","psylo85",3,0,3,0.25,0.15,0,0,0,7,0,0.640205183522459,0.783680514381333
"2079","tieu3tieu",3,0,3,0.17,0.13,1,0,0,1,0,0.618008656664875,0.762145689929397
"2080","cryptbbq-eth",4,0,3,0.1,0.13,0,0,0,2,0,0.678667393552317,0.820996124446854
"2081","kingboss568",4,0,4,0.07,0.31,0,1,0.08,12,1,0.660162850840348,0.803043222111169
"2082","git-ff-123",4,0,3,0.25,0.25,0,0,0,3,0,0.718446922150159,0.859589782393055
"2083","boydstonreynolds83",8,0,3,0,0.13,1,0,0,1,0,0.62435467880902,0.768302530308934
"2084","mishustinsergey",5,0,1,0.12,0.08,0,0,0,1,0,0.65152558682759,0.794663444254337
"2085","rayglow09",4,0,4,0.11,0.15,1,0,0,1,0,0.672785052023413,0.815289141863315
"2086","portablelle",4,0,3,0.17,NA,0,0,0,1,0,0.821739054518364,0.809354407006488
"2087","0xhackworth",4,0,4,0.36,0.21,0,0,0,2,0,0.770968937278951,0.910546059603335
"2088","elelias1212",3,0,5,0.3,0.1,0,0,0,2,0,0.701298499731298,0.842952572941901
"2089","kaantaskin61",5,0,3,0.21,0.13,1,0,0,1,0,0.686262831245477,0.828365133950335
"2090","kidcudi718",4,0,1,0.43,0.2,1,1,0,1,0,0.724472830062025,0.865436051490836
"2091","aimaraqvo",3,0,2,0.6,0.25,0,0,0,20,0,0.630586235864046,0.774348317927116
"2092","azhurbilo",3,0,1,0.3,0.05,0,0,0,1,0,0.615341038062552,0.759557595914764
"2093","detoo",2,0,4,0.48,0.31,0,0,0,6,0,0.667085078602595,0.809759090797867
"2094","yasai1120",3,0,4,0.15,0.1,0,0,0,2,0,0.66174402113918,0.804577256018024
"2095","maxunet03",4,0,4,0.2,0.33,0,0,0,15,0,0.697447428512672,0.839216306309867
"2096","waxenburrito927",6,0,4,0,0.03,0,0,0,1,0,0.671578318372035,0.814118382243605
"2097","ba11sdeep69",5,0,4,0,0.05,0,0,0,1,0,0.665292438901834,0.808019891620034
"2098","giggidegig",4,0,4,0,0.03,0,0,0,1,0,0.639842387392544,0.783328533595343
"2099","kazedesu",3,0,4,0,0.08,0,0,0,1,0,0.619731453260412,0.763817128100301
"2100","ronnybelaschk002",8,0,4,0,0.08,1,0,0,1,0,0.617849569591864,0.761991345413615
"2101","5704f03428a2720",8,0,4,0,0.08,0,0,0,2,0,0.658426473641018,0.801358608188918
"2102","canadiancryptocariboujer",10,0,0,0.45,0.05,0,0,0,4,0,0.610386057764128,0.754750328923221
"2103","kamtsisv",3,0,4,0.1,0.11,0,0,0,3,0,0.644712003895693,0.788052981578417
"2104","omercinar300",5,0,3,0.19,0.1,1,0,0,1,0,0.660426702571196,0.803299208137344
"2105","rexi-ctrl",3,0,2,0.2,0.25,0,0,0,8,0,0.612671479373973,0.756967619649939
"2106","zqf1616",2,0,3,0.29,0.23,0,0,0,1,0,0.694636243527387,0.836488925780993
"2107","alexilyenko",3,0,3,0.1,0.11,0,0,0,2,0,0.633564268267367,0.777237571972542
"2108","llekekoll",4,0,5,0,0.21,0.02,0,0,3,0,0.644296825436859,0.787650180037231
"2109","cemgundogan",4,0,4,0.6,0.58,0,1,0,12,0,0.816188467739276,0.954417547089194
"2110","satpalstocks",4,0,2,0.06,0.13,0,0,0,3,0,0.624325577515176,0.768274296556047
"2111","maanimo",2,0,4,0.18,0.25,0,0,0,2,0,0.664477602674215,0.807229346539201
"2112","novodia-labs",5,0,3,0,0.25,0,0,0,4,0,0.643460648260422,0.786838930204281
"2113","cryptonom-official",5,0,3,0.09,0.16,0,0,0,2,0,0.707328287815676,0.848802606540067
"2114","justhumaneth",3,0,3,0.12,NA,0,1,0,8,0,0.769884429061716,0.759045623862415
"2115","fireforger",4,0,2,0.38,0.21,1,0,0,1,0,0.675280002948931,0.817709715610818
"2116","fatihbilgili",5,0,3,0.27,0.13,0,0,0,13,0,0.682896781590909,0.825099429866417
"2117","alimanam",3,0,2,0.12,0.08,0,0,0,1,0,0.622891853771819,0.766883313663819
"2118","uzeyirce",4,0,4,0,0.23,0,0,0,9,0,0.624930884427122,0.768861558616094
"2119","vivekvijayvargia",7,0,4,0.12,NA,0,0,0,8,0,0.792938474044556,0.781412402899418
"2120","evixtrp",3,0,4,0.29,0.08,1,0,0,1,0,0.634177335524337,0.777832363033359
"2121","thanhtruonghub",3,0,4,0.03,0.25,0,0,0,10,0,0.627647005185851,0.771496708885538
"2122","ibrahimdemirc1",4,0,4,0.08,0,0,0,0,1,0,0.68529278811736,0.827424008854105
"2123","jumpman96",3,0,3,0.32,0.34,1,0,0,1,0,0.669824480396398,0.812416828069621
"2124","redicememe",3,0,3,0.29,0.1,1,0,0,1,0,0.620472566210294,0.764536147673821
"2125","pierremouchan",5,0,2,0.25,0.03,0,1,0,10,0,0.682126567347184,0.82435217654001
"2126","mykolamelnik",5,0,3,0.32,0.1,1,0,0,1,0,0.682458322097,0.824674041322921
"2127","0xrusowsky",4,0,4,0.22,0.15,1,0,0,1,0,0.698727885441787,0.840458591436891
"2128","rajanikiran",4,0,4,0.14,0.16,0,0,0,36,0,0.657993834405878,0.800938866395999
"2129","villawolfpy",5,0,4,0.21,0.11,0,0,0.14,7,1,0.614671708304151,0.758908219598365
"2130","matthimou",3,0,4,0.41,0.11,1,0,0,1,0,0.671446392506611,0.813990389230517
"2131","oben10570163",5,0,3,0.17,0.1,1,0,0,1,0,0.656160452893736,0.799160139964124
"2132","dodotheone",2,0,5,0.29,0.16,1,0,0,1,0,0.644519935356326,0.787866638809364
"2133","gander-a",2,0,4,0.44,0.34,0,0,0,7,0,0.662163079770527,0.804983822059596
"2134","gojackzi",3,0,4,0.55,0.21,0,0,0,40,0,0.674903626215221,0.817344559073481
"2135","doctor-se",2,0,4,0.33,0.26,0,0,0,2,0,0.691004402055715,0.832965353420707
"2136","adityadw1998",3,0,2,0.05,0.08,0,0,0,1,0,0.605838495579513,0.750338334472095
"2137","hildobby",3,0,4,0.35,0.47,0,1,0.17,29,5,0.624280955531283,0.76823100480162
"2138","saltyfacu",3,0,4,0.12,0.34,0,0,0,6,0,0.663519200063635,0.806299514944125
"2139","tiredbutok",4,0,4,0.27,0.03,0,0,0,6,0,0.656047927890874,0.799050969452962
"2140","nurzhas1",3,0,4,0.29,0.11,0,0,0,3,0,0.684553615253734,0.826706871530778
"2141","taipeicityeth",6,0,4,0.18,0.29,1,1,0,4,0,0.755357063175029,0.895399592304608
"2142","imwick37",4,0,2,0.11,0.15,0,0,0,4,0,0.632572884190431,0.776275742124195
"2143","iceweasel13",4,0,2,0.06,0.13,0,0,0,1,0,0.677610046542669,0.819970298091963
"2144","manny-patel-o1",6,0,0,0.44,0.1,1,0,0,1,0,0.609431535326061,0.753824261828531
"2145","trichomer",3,0,3,0.15,0,0,0,0,1,0,0.639877308945156,0.783362414098807
"2146","zemberek82",4,0,4,0.12,0.11,0,0,0,20,0,0.642337338318062,0.785749107342846
"2147","hrf100",2,0,4,0.64,0.25,0,0,0,5,0,0.674036407658685,0.816503193237451
"2148","piotrmoty",3,0,1,0.2,NA,0,1,0,1,0,0.81026538439899,0.798222779368279
"2149","drbalikci",3,0,4,0.05,0.18,0,0,0,8,0,0.626238502563824,0.770130195245812
"2150","earthling9t9",5,0,3,0.04,0.11,1,0,0,1,0,0.639667779629482,0.783159131078021
"2151","amfnulislam04u",5,0,2,0.18,0.23,0,0,0,17,0,0.650074402307927,0.793255521110377
"2152","illuminaryeth",4,0,3,0.2,0.11,1,0,0,1,0,0.654443476556968,0.797494348543797
"2153","millionsofgirlsdream",9,0,4,0.44,0.29,0,0,0,11,0,0.772621890769264,0.912149736767311
"2154","0xjonholdscrypto",6,0,5,0.33,0.31,0,1,0.11,19,2,0.724463129630743,0.865426640239874
"2155","majnonbashi",4,0,3,0.15,0.23,1,0,0,4,0,0.609648824986759,0.754035073850086
"2156","inv3st-eth",4,0,3,0.14,0.23,1,0,0,4,0,0.607126712853653,0.751588148599888
"2157","dmitriy120588",3,0,3,0.42,0.11,1,0,0,1,0,0.645439536241781,0.78875882540059
"2158","edwardmolasses",4,0,2,0.14,NA,0,0,0,1,0,0.787189998467332,0.775835295579159
"2159","denyaafonya",4,0,2,0.12,0.06,0,0,0,2,0,0.612394047039331,0.756698457872417
"2160","russianfactory",5,0,1,0.67,0.1,0,0,0,2,0,0.680425111700466,0.822701443121223
"2161","pre-srn",3,0,4,0.09,0.2,0,0,0,2,0,0.68142813629494,0.823674566470724
"2162","mihailo-maksa",6,0,3,0,0.06,0,0,0,2,0,0.61452814192119,0.758768933084123
"2163","kalyanpavankuamr",7,0,2,0.06,0.18,0,0,0,5,0,0.658482736142449,0.801413193444499
"2164","asdzxc8",2,0,3,0.33,0.08,0,0,0,1,0,0.647385442756785,0.790646722343627
"2165","ehuangwei",2,0,4,0,0.16,0,0,0,1,0,0.617923292869601,0.762062870920929
"2166","damjwtp385",5,0,3,0.07,0.13,1,0,0,2,0,0.614427257435866,0.758671056074115
"2167","tulgakaanbayirkan",7,0,3,0.22,NA,0,0,0,7,0,0.79300831714978,0.781480163906347
"2168","nbanft24nt",5,0,4,0.17,0.18,0,0,0.14,7,1,0.625516790476505,0.769429998174217
"2169","velat3434",4,0,3,0.54,0.07,0,0,0,4,0,0.672777291678388,0.815281612862545
"2170","rousty71",3,0,4,0.13,0.08,0,0,0,5,0,0.613282606544687,0.757560528460564
"2171","sachinjorwal14",5,0,3,0.13,0.13,1,0,0,3,0,0.61515672986821,0.75937878214648
"2172","1234delta",4,0,2,0,0.13,0,0,0,1,0,0.633395480763075,0.777073816205798
"2173","nickcarr",2,0,3,0.12,0.23,0,0,0,2,0,0.623324493006959,0.767303055456737
"2174","ozanbayram",4,0,4,0,0.13,0,0,0,7,0,0.611305658649584,0.755642515514447
"2175","shadyxvltd3138",7,0,2,0.38,0.05,0,0,0,2,0,0.689118638214655,0.831135806233636
"2176","cbeyatli",3,0,3,0.08,0.28,0,0,0,6,0,0.624063665870585,0.768020192780065
"2177","cucumberjjang",5,0,2,0.16,0.13,1,0,0,1,0,0.644296825436859,0.787650180037231
"2178","mincekaya",3,0,4,0.25,0.21,0,0,0,4,0,0.695404517684856,0.837234296857207
"2179","sagupalgu49",5,0,2,0.1,0.15,1,0,0,1,0,0.634567292861841,0.778210695322044
"2180","mosibat1211",4,0,4,0.29,0.08,1,0,0,4,0,0.60917932411275,0.753579569303511
"2181","some-body-in-the-ether",11,0,3,0.14,0.11,0,0,0,2,0,0.724003329188016,0.864980546944261
"2182","hydeisabadfriend",7,0,4,0.14,0.11,0,0,0,7,0,0.705044806292088,0.846587198063541
"2183","sh3rv",2,0,4,0.19,0.25,1,0,0,1,0,0.625501269786455,0.769414940172678
"2184","mdp03817",4,0,3,0.14,0.21,1,0,0,2,0,0.629511428078092,0.773305551320493
"2185","cathedralll",3,0,3,0.12,0.18,0,0,0,5,0,0.629953767744514,0.773734704364374
"2186","ricardofaustino",5,0,3,0.05,0.25,0,0,0,1,0,0.748347531531252,0.88859902235925
"2187","yunfetian",3,0,4,0.13,0.11,0,0,0,11,0,0.618272508395723,0.762401675955571
"2188","zhao4nicholas",4,0,4,0,0.13,1,0,0,1,0,0.611359981064758,0.755695218519836
"2189","afterlife-labs",5,0,2,0.22,0.08,0,0,0,5,0,0.63461385493199,0.778255869326663
"2190","pourydollars",4,0,3,0.4,0.18,0,0,0,1,0,0.780681009077664,0.91996860406679
"2191","ladderoffgh",5,0,3,0.13,0.2,1,0,0,1,0,0.684031732050807,0.826200546229006
"2192","shnvrlnd",3,0,3,0.15,0.05,0,0,0,2,0,0.609765230162133,0.754148008861634
"2193","crazy568",3,0,2,0.4,0.15,0,0,0,5,0,0.637052543356078,0.780621857818585
"2194","habbas33",3,0,1,0.17,0.29,0,0,0,2,0,0.622734706785064,0.76673085139823
"2195","suryanpillai",5,0,3,0.1,0.08,0,0,0,6,0,0.630454309998623,0.774220324914028
"2196","exellence7",4,0,3,0.37,0.07,0,0,0,2,0,0.687582089899717,0.829645064081208
"2197","thelittlebtcguy",5,0,3,0.26,NA,0,0,0,6,0,0.789659728271519,0.778231400074161
"2198","fracek",2,0,4,0.4,0.28,0,0,0,7,0,0.657246901197227,0.800214200071902
"2199","drawpen0",3,0,3,0.15,0.26,0,0,0,11,0,0.626762325853007,0.770638402797777
"2200","zhaohuizhou175",5,0,1,0.4,0.11,1,0,0,1,0,0.642669093067878,0.786070972125757
"2201","mememarines",4,0,4,0.14,0.05,0,0,0,2,0,0.670934209734965,0.813493475179708
"2202","karna0730",3,0,2,0.17,0.18,0,0,0,2,0,0.641378935707482,0.784819275747771
"2203","pattesciq",4,0,3,0.1,0.18,0,0,0,9,0,0.644834229329836,0.788171563340542
"2204","poklitarurada",6,0,0,0.46,0.1,1,0,0,1,0,0.610325915090185,0.754691979167255
"2205","pathomphongch",5,0,2,0,0.1,0,0,0,1,0,0.634297620872224,0.777949062545292
"2206","asharani111",3,0,1,0.32,0.1,0,0,0,1,0,0.642845640917195,0.786242256893271
"2207","spaghettifunction",7,0,3,0.45,NA,0,0,0,12,0,0.80713796535394,0.795188592058033
"2208","mjuzefowicz",3,0,4,0.29,0.25,1,0,0,3,0,0.634949489854319,0.778581498609958
"2209","hediwf3",3,0,3,0.16,0.1,0,0,0,1,0,0.674383683098551,0.816840116021902
"2210","cotostrofa",4,0,4,0.17,0.16,0,0,0,7,0,0.691215871457645,0.833170518691686
"2211","ankaragucueth",5,0,3,0.1,0.2,0,0,0,10,0,0.666394407895375,0.809089009729351
"2212","takuyakitagawa",5,0,3,0.43,0.08,0,0,0,5,0,0.689039094678149,0.831058633975745
"2213","kargillibria",5,0,4,0,0.13,1,0,0,1,0,0.632471999705107,0.776177865114187
"2214","kellenemicesone",6,0,4,0,0.13,1,0,0,1,0,0.64309591204425,0.786485067168098
"2215","aurelicataylor",5,0,4,0,0.13,1,0,0,1,0,0.632471999705107,0.776177865114187
"2216","benjamin3011",2,0,4,0.2,0.08,0,0,0,1,0,0.652784702807887,0.795885024629244
"2217","telsinemerrete",6,0,3,0,0.13,1,0,0,1,0,0.616654476458023,0.76083187929506
"2218","sokmok000",3,0,2,0.11,0.26,0,0,0,4,0,0.612089453497103,0.756402944592201
"2219","claraibdern",4,0,4,0,0.13,1,0,0,1,0,0.611359981064758,0.755695218519836
"2220","sheldor8970",5,0,1,0.44,0.1,1,0,0,1,0,0.632916279457785,0.77660890040826
"2221","cocojerry1",4,0,3,0.06,0.2,1,0,0,2,0,0.606732875343638,0.751206051810819
"2222","kittenetarkine",6,0,4,0,0.13,1,0,0,1,0,0.64309591204425,0.786485067168098
"2223","smitedeluxe",3,0,4,0.17,0.18,1,0,0,1,0,0.657334205078758,0.800298901330563
"2224","chandanverma8",5,0,4,0,0.38,0,0,0,6,0,0.662764506509959,0.805567319619258
"2225","mollarkaravia",5,0,4,0,0.13,1,0,0,1,0,0.632471999705107,0.776177865114187
"2226","mariuszice",3,0,3,0.34,0.15,1,0,0,1,0,0.653108697212678,0.796199360411385
"2227","avleneneccere",6,0,4,0,0.11,1,0,0,1,0,0.63524244287901,0.77886571838902
"2228","thenathanvdh",4,0,4,0.17,0.31,0,0,0,5,0,0.715988832863509,0.857204971399208
"2229","fredinisaraolatte",8,0,4,0,0.18,1,0,0,1,0,0.663680227222902,0.8064557417101
"2230","agriimony",4,0,4,0.14,0.08,0,0,0,3,0,0.668441198895703,0.811074783682397
"2231","metaro23",3,0,4,0.05,0.07,0,0,0,1,0,0.655599767965684,0.798616169658503
"2232","gfnxgfn073",5,0,3,0,0.13,1,0,0,1,0,0.606030564118881,0.750524677241148
"2233","tommy89eth",3,0,4,0.28,0.15,1,0,0,1,0,0.671180600689507,0.81373252095415
"2234","slimcrappy",4,0,4,0.04,NA,0,0,0,3,0,0.768677695410338,0.757874864242705
"2235","guy-do-or-die",7,0,4,0,0.13,0,0,0,8,0,0.644812888381017,0.788150858588425
"2236","titdulub",3,0,2,0.12,0.16,0,0,0,1,0,0.665408844077208,0.808132826631581
"2237","adamsosx",3,0,4,0,0.06,0,0,0,1,0,0.609974759477806,0.75435129188242
"2238","amantay-a",3,0,4,0.2,0.08,0,0,0,5,0,0.62825037201154,0.772082088695394
"2239","iamab0d",3,0,4,0.25,0.28,1,0,0,1,0,0.684450790682154,0.826607112270577
"2240","raypok",2,0,4,0.11,0.11,0,0,0,2,0,0.618478157538884,0.762601194475972
"2241","wanggallon",4,0,4,0.22,NA,0,0,0,21,0,0.762545082754379,0.751925071384339
"2242","fomode3d",3,0,4,0.09,NA,0,0,0,1,0,0.794589487448612,0.783014197813202
"2243","jasonmadebyj",4,0,3,0.15,NA,0,0,0,3,0,0.768245056175198,0.757455122449786
"2244","rishusharma",2,0,3,0.06,0.23,0,0,0,2,0,0.607846484854717,0.752286463421291
"2245","mrcuddlemuffin",6,0,3,0.46,0.13,0,1,0,10,0,0.793600043457932,0.932502508098381
"2246","alegzandar",2,0,4,0.12,0.06,0,0,0,1,0,0.625342182713443,0.769260595656896
"2247","kookoo-tzu",4,0,3,0.17,0.11,0,0,0,5,0,0.657113035245547,0.800084324808622
"2248","weipin",2,0,3,0.54,0.29,0,0,0,5,0,0.648275942348397,0.791510675181966
"2249","harshvardhan-shah",4,0,4,0.2,0.1,0,0,0,89,0,0.636462757134182,0.780049653760077
"2250","ironeye06",3,0,3,0.14,0.16,1,0,0,1,0,0.621983893403901,0.766002420573747
"2251","cryptobeami",2,0,4,0.3,0.15,1,0,0,1,0,0.629911085846877,0.773693294860139
"2252","youngasianwhale",6,0,3,0.12,0.07,1,0,0,1,0,0.636629604552218,0.780211527276629
"2253","tingwei-justin",5,0,2,0.4,0.25,0,1,0.3,10,3,0.643792403010238,0.787160794987191
"2254","ayatomf",2,0,4,0.05,0.07,0,0,0,1,0,0.611274617269484,0.755612399511368
"2255","nailleaf08",4,0,3,0.11,0.16,1,0,0,1,0,0.650458539386661,0.793628206648484
"2256","kocokm0",3,0,4,0.33,0.06,0,0,0,7,0,0.629773339722684,0.773559655096475
"2257","nghoangtuong",4,0,2,0,0.1,0,0,0,1,0,0.613185602231875,0.757466415950941
"2258","aenmeyk",2,0,4,0.11,0.16,0,0,0,1,0,0.673892841275723,0.816363906723209
"2259","albertjana",2,0,3,0.43,0.16,0,0,0,2,0,0.659737971950233,0.802631009319021
"2260","driveforhigh",5,0,1,0.12,0.08,0,0,0,1,0,0.65152558682759,0.794663444254337
"2261","yunyilongyang",3,0,3,0.25,0.23,1,0,0,1,0,0.654515259748448,0.797563991800918
"2262","catvanfix01",5,0,3,0,0.18,1,0,0,1,0,0.618914676946537,0.763024700769276
"2263","bboyatwork",3,0,4,0.17,0.03,0,0,0,2,0,0.634941729509294,0.778573969609188
"2264","0xwildhare",4,0,4,0.58,NA,0,0,0,11,0,0.804472286837873,0.792602380293593
"2265","mathmakesart",5,0,2,0.54,0.23,0,0,0.5,2,1,0.642048265465883,0.78546865206417
"2266","heliumcxxi",4,0,4,0.17,0.11,0,0,0,2,0,0.714423183254728,0.855685995493893
"2267","alperenturgan",4,0,4,0.12,0.31,1,1,0,7,0,0.6945469995596,0.836402342272139
"2268","gwindarr",3,0,3,0.45,0.15,0,0,0,3,0,0.685841832527874,0.827956685658571
